,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y
31234,47,technician,married,secondary,no,293,no,no,cellular,3,mar,499,1,yes
31235,34,blue-collar,single,secondary,no,215,no,no,cellular,3,mar,350,3,yes
31237,37,unknown,single,tertiary,no,0,no,no,cellular,3,mar,426,1,yes
31238,25,self-employed,single,tertiary,no,42,yes,no,cellular,3,mar,320,1,yes
31239,29,technician,single,secondary,no,316,yes,no,cellular,3,mar,156,1,yes
31240,62,management,married,secondary,no,4562,yes,no,cellular,3,mar,168,1,yes
31241,58,management,divorced,secondary,no,10180,no,no,cellular,3,mar,180,2,yes
31242,46,management,married,tertiary,no,0,no,no,cellular,3,mar,305,13,yes
31243,56,retired,married,tertiary,no,281,no,no,cellular,3,mar,96,2,yes
31244,49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,152,2,yes
31250,33,management,married,tertiary,no,250,no,no,cellular,4,mar,377,6,yes
31251,24,management,single,tertiary,no,1030,no,no,cellular,4,mar,396,2,yes
31253,27,student,single,tertiary,no,0,no,no,cellular,5,mar,82,3,yes
31254,60,retired,married,secondary,no,404,no,no,cellular,5,mar,308,2,yes
31257,32,management,single,tertiary,no,506,no,no,cellular,5,mar,63,2,yes
31261,83,retired,divorced,primary,no,1097,no,no,telephone,5,mar,181,1,yes
31264,53,management,married,secondary,no,2693,no,no,cellular,5,mar,90,1,yes
31265,45,admin,divorced,secondary,no,2353,yes,no,cellular,5,mar,182,1,yes
31269,35,self-employed,married,tertiary,no,3698,yes,no,cellular,5,mar,106,1,yes
31270,28,technician,single,secondary,no,5763,no,yes,cellular,5,mar,196,2,yes
31271,31,management,divorced,tertiary,no,883,yes,no,cellular,5,mar,112,2,yes
31275,30,student,single,tertiary,no,2539,no,no,telephone,5,mar,199,5,yes
31276,29,technician,married,secondary,no,2326,no,no,cellular,6,mar,195,1,yes
31277,36,management,single,tertiary,no,811,no,no,cellular,6,mar,229,1,yes
31278,57,management,married,tertiary,no,256,no,no,cellular,6,mar,227,1,yes
31280,21,blue-collar,single,secondary,no,682,no,no,cellular,6,mar,266,1,yes
31281,44,management,single,tertiary,no,483,no,no,cellular,6,mar,207,2,yes
31282,23,management,single,tertiary,no,1506,no,no,cellular,9,mar,131,4,yes
31283,34,management,single,tertiary,no,575,no,no,cellular,9,mar,116,1,yes
31285,79,retired,married,secondary,no,8304,no,no,telephone,9,mar,303,9,yes
31286,32,self-employed,married,secondary,no,409,no,no,cellular,9,mar,217,2,yes
31290,37,unemployed,single,tertiary,no,1316,yes,no,cellular,10,mar,350,2,yes
31292,35,management,single,tertiary,no,671,yes,no,cellular,10,mar,112,1,yes
31293,47,management,married,tertiary,no,2351,no,no,cellular,10,mar,80,1,yes
31294,61,management,married,tertiary,no,997,no,no,cellular,10,mar,106,1,yes
31295,30,management,single,tertiary,no,4808,no,no,cellular,10,mar,272,1,yes
31298,70,retired,married,secondary,no,6422,no,no,cellular,10,mar,122,1,yes
31299,28,technician,single,tertiary,no,3623,no,no,cellular,10,mar,261,1,yes
31301,52,management,married,tertiary,no,31,no,no,cellular,10,mar,135,1,yes
31303,28,management,single,secondary,no,171,no,no,cellular,10,mar,93,1,yes
31305,43,technician,married,secondary,no,1358,no,no,cellular,10,mar,159,3,yes
31309,57,management,married,tertiary,no,2681,no,no,cellular,11,mar,266,2,yes
31310,24,admin,single,tertiary,no,-61,no,no,cellular,11,mar,95,4,yes
31311,25,management,married,tertiary,no,4461,no,no,cellular,11,mar,796,5,yes
31315,32,management,married,tertiary,no,8929,no,no,cellular,11,mar,126,1,yes
31316,65,housemaid,married,primary,no,715,no,no,cellular,11,mar,323,1,yes
31317,34,admin,divorced,secondary,no,1085,no,no,cellular,11,mar,101,7,yes
31319,44,management,married,tertiary,no,1058,no,no,cellular,11,mar,188,3,yes
31320,50,housemaid,married,secondary,no,388,no,no,cellular,11,mar,203,2,yes
31321,32,entrepreneur,single,tertiary,no,-34,yes,no,cellular,11,mar,101,1,yes
31325,44,management,married,tertiary,no,423,no,no,cellular,12,mar,2330,5,yes
31326,33,technician,single,tertiary,no,258,no,no,cellular,12,mar,80,4,yes
31327,49,technician,divorced,tertiary,no,1807,yes,no,cellular,12,mar,229,1,yes
31328,53,services,divorced,secondary,no,0,no,no,cellular,12,mar,80,2,yes
31329,31,management,divorced,tertiary,no,71,no,no,cellular,12,mar,119,1,yes
31330,61,admin,married,tertiary,no,1332,no,no,cellular,12,mar,156,1,yes
31331,37,management,single,tertiary,no,33,yes,no,cellular,12,mar,186,1,yes
31333,58,self-employed,married,tertiary,no,5810,no,no,cellular,12,mar,139,1,yes
31334,30,management,single,tertiary,no,3473,no,no,cellular,12,mar,1209,2,yes
31337,47,blue-collar,married,secondary,no,238,yes,yes,cellular,13,mar,3076,1,yes
31339,60,technician,married,secondary,no,1740,no,no,cellular,13,mar,296,2,yes
31348,36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,16,mar,392,4,yes
31351,37,services,single,secondary,no,1045,no,no,cellular,17,mar,406,2,yes
31352,43,admin,married,secondary,no,132,no,no,cellular,17,mar,220,1,yes
31354,46,admin,married,secondary,no,974,no,no,cellular,17,mar,178,1,yes
31355,37,admin,single,tertiary,no,1000,yes,no,cellular,17,mar,195,1,yes
31356,31,management,single,tertiary,no,115,no,no,cellular,17,mar,187,1,yes
31358,31,technician,married,secondary,no,180,no,no,cellular,17,mar,299,2,yes
31359,30,management,single,tertiary,no,201,yes,no,cellular,17,mar,325,2,yes
31364,30,management,married,tertiary,no,8089,yes,no,cellular,18,mar,232,2,yes
31366,32,admin,single,tertiary,no,8866,no,no,cellular,18,mar,278,2,yes
31367,35,admin,married,secondary,no,2,yes,no,cellular,18,mar,194,1,yes
31368,59,technician,married,secondary,no,259,no,no,cellular,18,mar,224,1,yes
31369,33,housemaid,single,tertiary,no,1107,yes,no,cellular,18,mar,201,1,yes
31370,41,services,single,secondary,no,-675,yes,yes,cellular,18,mar,147,4,yes
31371,59,admin,married,secondary,no,3735,no,no,cellular,18,mar,203,4,yes
31372,37,management,single,tertiary,no,1730,no,no,cellular,19,mar,167,1,yes
31374,31,services,married,secondary,no,447,no,no,cellular,19,mar,220,3,yes
31377,32,management,married,tertiary,no,376,yes,no,cellular,23,mar,248,4,yes
31378,26,management,single,tertiary,no,2786,no,no,cellular,23,mar,415,1,yes
31380,53,technician,married,secondary,no,10185,no,no,cellular,23,mar,115,1,yes
31383,73,retired,married,tertiary,no,448,no,no,cellular,24,mar,136,1,yes
31386,34,unemployed,married,secondary,no,978,no,no,cellular,24,mar,132,1,yes
31392,46,management,divorced,tertiary,no,-130,yes,no,cellular,24,mar,144,2,yes
31393,76,retired,divorced,primary,no,3049,no,no,cellular,24,mar,170,3,yes
31394,46,management,married,tertiary,no,11385,no,no,cellular,24,mar,269,3,yes
31395,83,retired,divorced,primary,no,46,no,no,cellular,25,mar,115,1,yes
31396,40,management,married,tertiary,no,0,yes,no,cellular,25,mar,506,2,yes
31398,23,student,single,secondary,no,4126,no,no,cellular,25,mar,96,2,yes
31399,34,management,single,tertiary,no,212,no,no,cellular,25,mar,278,8,yes
31400,24,student,single,secondary,no,1250,no,no,cellular,25,mar,411,2,yes
31401,41,management,divorced,tertiary,no,25,yes,yes,cellular,26,mar,117,2,yes
31402,39,management,married,secondary,no,2981,no,no,cellular,26,mar,200,1,yes
31407,28,admin,single,secondary,no,1277,no,no,cellular,26,mar,475,1,yes
31413,34,technician,married,secondary,no,390,yes,no,cellular,27,mar,95,2,yes
31414,77,retired,married,secondary,no,9601,no,no,telephone,27,mar,515,1,yes
31415,36,management,married,secondary,no,565,no,no,cellular,27,mar,300,1,yes
31416,58,management,married,tertiary,no,1384,yes,no,cellular,27,mar,342,1,yes
31418,32,self-employed,single,tertiary,no,658,yes,no,cellular,27,mar,283,1,yes
31419,38,admin,married,tertiary,no,1988,no,no,cellular,27,mar,164,2,yes
31421,46,admin,married,secondary,no,70,yes,no,cellular,27,mar,229,2,yes
31425,27,student,single,secondary,no,213,no,no,cellular,27,mar,378,1,yes
31429,46,admin,married,secondary,no,-522,yes,no,cellular,27,mar,243,3,yes
31431,59,retired,married,tertiary,no,9676,no,no,telephone,27,mar,234,2,yes
31432,19,student,single,primary,no,134,no,no,cellular,27,mar,271,2,yes
31433,25,management,single,tertiary,no,316,no,no,cellular,27,mar,347,2,yes
31434,23,management,single,tertiary,no,2143,no,no,cellular,30,mar,180,2,yes
31441,47,management,married,tertiary,no,3663,no,no,cellular,30,mar,364,3,yes
31443,22,admin,single,secondary,no,114,no,no,cellular,30,mar,517,1,yes
31446,27,management,single,tertiary,no,831,no,no,cellular,30,mar,1081,2,yes
31447,73,retired,divorced,primary,no,2308,no,no,telephone,30,mar,163,2,yes
31452,41,management,married,tertiary,no,1468,yes,no,cellular,31,mar,237,3,yes
31453,30,admin,single,tertiary,no,311,no,no,cellular,31,mar,158,2,yes
31460,26,admin,single,secondary,no,274,no,no,cellular,1,apr,351,3,yes
31472,38,blue-collar,single,tertiary,no,172,yes,no,cellular,1,apr,1176,1,yes
31476,46,management,divorced,tertiary,no,507,yes,no,cellular,1,apr,1196,1,yes
31477,27,technician,single,tertiary,no,393,no,no,cellular,1,apr,165,2,yes
31482,63,self-employed,married,tertiary,no,-39,no,no,cellular,1,apr,387,2,yes
31492,19,student,single,unknown,no,779,no,no,cellular,1,apr,184,4,yes
31497,34,admin,married,secondary,no,1474,no,no,cellular,2,apr,739,2,yes
31506,32,admin,single,secondary,no,471,no,yes,cellular,2,apr,243,3,yes
31508,33,management,single,tertiary,no,3161,yes,no,cellular,2,apr,313,3,yes
31526,47,blue-collar,married,secondary,no,1612,yes,no,cellular,2,apr,1164,1,yes
31528,48,admin,divorced,secondary,no,4099,no,no,cellular,2,apr,397,2,yes
31536,58,unknown,married,unknown,no,68,no,no,cellular,2,apr,268,1,yes
31556,50,management,married,tertiary,no,414,yes,no,cellular,3,apr,707,1,yes
31572,26,blue-collar,single,secondary,no,5005,no,yes,cellular,3,apr,117,1,yes
31575,39,blue-collar,married,secondary,no,1756,yes,no,cellular,3,apr,939,1,yes
31588,55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,3,apr,296,1,yes
31604,41,self-employed,married,secondary,no,3123,yes,no,cellular,3,apr,1203,2,yes
31616,54,entrepreneur,divorced,unknown,no,4736,yes,no,telephone,6,apr,475,6,yes
31626,33,technician,single,tertiary,no,127,yes,no,cellular,6,apr,583,2,yes
31630,42,management,single,tertiary,no,11891,no,no,cellular,6,apr,158,1,yes
31639,50,blue-collar,married,primary,no,4979,no,no,telephone,6,apr,180,1,yes
31650,40,management,married,secondary,no,754,no,yes,cellular,6,apr,635,1,yes
31656,36,self-employed,married,secondary,no,1184,yes,no,cellular,6,apr,1063,1,yes
31660,37,admin,married,secondary,no,1207,yes,no,telephone,6,apr,1353,2,yes
31661,44,blue-collar,single,secondary,no,712,yes,yes,cellular,6,apr,740,3,yes
31662,37,technician,single,tertiary,no,3943,no,no,cellular,6,apr,1138,2,yes
31672,30,blue-collar,single,tertiary,no,297,no,no,cellular,7,apr,465,4,yes
31677,26,self-employed,single,secondary,no,3676,no,no,cellular,7,apr,148,1,yes
31702,47,unemployed,married,secondary,no,817,no,no,cellular,7,apr,721,4,yes
31712,46,blue-collar,single,tertiary,no,283,no,no,cellular,7,apr,299,1,yes
31738,25,admin,single,secondary,no,82,no,yes,cellular,7,apr,104,2,yes
31746,51,blue-collar,married,secondary,no,4787,yes,no,cellular,7,apr,895,1,yes
31758,56,technician,married,secondary,no,2847,no,no,cellular,8,apr,327,1,yes
31764,36,blue-collar,single,secondary,no,1822,yes,no,cellular,8,apr,952,1,yes
31765,35,technician,single,secondary,no,16,yes,no,cellular,8,apr,903,1,yes
31771,65,retired,married,secondary,no,20806,no,no,telephone,8,apr,523,2,yes
31780,54,unemployed,married,secondary,no,377,no,no,cellular,8,apr,1134,1,yes
31784,48,management,married,secondary,no,4415,yes,no,cellular,8,apr,1032,3,yes
31789,32,technician,married,secondary,no,303,yes,no,cellular,8,apr,150,1,yes
31790,60,admin,divorced,secondary,no,12039,no,no,telephone,8,apr,236,1,yes
31799,67,retired,married,secondary,no,1443,no,no,cellular,8,apr,245,1,yes
31802,27,technician,single,tertiary,no,4661,no,no,cellular,8,apr,114,1,yes
31807,32,management,single,tertiary,no,1781,no,no,cellular,8,apr,321,1,yes
31811,26,admin,married,secondary,no,3415,no,no,cellular,8,apr,209,1,yes
31819,33,management,single,tertiary,no,318,yes,no,cellular,8,apr,1190,1,yes
31831,21,student,single,primary,no,423,no,no,cellular,8,apr,104,5,yes
31834,30,technician,single,secondary,no,2544,no,no,cellular,8,apr,108,2,yes
31837,27,student,single,secondary,no,2614,no,no,cellular,8,apr,143,2,yes
31839,30,services,single,secondary,no,1268,yes,no,cellular,8,apr,105,4,yes
31840,36,blue-collar,married,secondary,no,536,yes,no,cellular,8,apr,274,3,yes
31843,31,management,single,secondary,no,1088,yes,no,cellular,8,apr,575,2,yes
31846,27,admin,married,secondary,no,1293,yes,no,cellular,8,apr,1665,3,yes
31849,29,management,single,tertiary,no,1377,no,no,cellular,8,apr,548,2,yes
31850,38,blue-collar,single,secondary,no,2580,yes,no,cellular,8,apr,1691,2,yes
31852,23,admin,single,tertiary,no,314,no,yes,cellular,8,apr,142,4,yes
31856,38,technician,married,tertiary,no,206,no,no,cellular,8,apr,350,2,yes
31868,30,technician,single,secondary,no,3286,yes,no,cellular,9,apr,743,1,yes
31871,41,services,married,secondary,no,803,yes,no,cellular,9,apr,592,4,yes
31875,55,admin,married,unknown,no,2038,no,no,cellular,9,apr,394,1,yes
31877,33,technician,single,secondary,no,719,yes,no,cellular,9,apr,448,2,yes
31886,53,admin,single,secondary,no,2892,no,no,cellular,9,apr,527,3,yes
31903,35,admin,married,secondary,no,898,yes,no,cellular,9,apr,214,1,yes
31905,42,entrepreneur,married,secondary,no,0,yes,no,cellular,9,apr,331,1,yes
31914,29,admin,married,tertiary,no,332,no,no,cellular,9,apr,179,1,yes
31919,68,retired,divorced,primary,no,695,no,no,cellular,9,apr,233,1,yes
31920,20,student,single,secondary,no,1819,no,no,cellular,9,apr,245,3,yes
31924,30,management,single,tertiary,no,2544,no,no,cellular,9,apr,152,2,yes
31934,32,blue-collar,married,secondary,no,759,yes,no,cellular,9,apr,317,5,yes
31939,28,management,divorced,tertiary,no,229,yes,no,cellular,9,apr,1042,2,yes
31955,45,blue-collar,married,secondary,no,96,yes,no,cellular,13,apr,348,3,yes
31960,29,technician,single,secondary,no,110,yes,no,cellular,13,apr,1036,1,yes
31962,31,blue-collar,married,secondary,no,1406,yes,yes,cellular,13,apr,1091,2,yes
31964,39,services,divorced,secondary,no,0,yes,no,cellular,13,apr,1006,2,yes
31985,42,blue-collar,married,primary,no,2103,yes,no,cellular,13,apr,384,2,yes
31987,35,management,single,tertiary,no,1599,yes,yes,cellular,13,apr,407,1,yes
31988,34,technician,single,tertiary,no,925,yes,no,cellular,13,apr,709,1,yes
31996,26,management,single,tertiary,no,-3,no,no,cellular,13,apr,1022,2,yes
32000,29,services,divorced,secondary,no,84,yes,no,cellular,13,apr,1101,2,yes
32005,44,self-employed,single,tertiary,no,1367,yes,no,cellular,13,apr,1232,3,yes
32023,34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,yes
32027,36,technician,married,secondary,no,15485,no,no,cellular,14,apr,461,1,yes
32028,33,management,married,tertiary,no,0,yes,no,cellular,14,apr,535,3,yes
32035,34,management,single,tertiary,no,2646,no,no,cellular,14,apr,142,1,yes
32037,33,admin,single,secondary,no,572,yes,no,cellular,14,apr,344,1,yes
32038,22,student,single,secondary,no,107,no,no,cellular,14,apr,125,1,yes
32039,32,technician,married,secondary,no,765,yes,yes,cellular,14,apr,850,2,yes
32046,36,services,single,secondary,no,-253,yes,no,cellular,14,apr,1073,1,yes
32050,44,admin,divorced,secondary,no,0,no,no,cellular,14,apr,1594,1,yes
32051,65,retired,married,secondary,no,2,no,no,cellular,14,apr,450,1,yes
32055,62,retired,married,primary,no,1084,no,no,cellular,14,apr,505,1,yes
32058,61,self-employed,divorced,tertiary,no,6,yes,no,cellular,14,apr,133,2,yes
32059,40,technician,single,tertiary,no,1175,no,no,cellular,14,apr,184,1,yes
32060,41,housemaid,married,primary,no,0,no,no,cellular,14,apr,168,1,yes
32065,24,management,married,unknown,no,448,no,no,cellular,14,apr,324,1,yes
32068,77,retired,divorced,tertiary,no,4659,no,no,cellular,14,apr,161,1,yes
32069,62,housemaid,married,tertiary,no,1528,no,no,cellular,14,apr,496,1,yes
32072,30,unemployed,married,tertiary,no,330,no,no,cellular,14,apr,111,1,yes
32076,29,admin,single,secondary,no,731,no,no,cellular,14,apr,107,3,yes
32080,36,management,married,tertiary,no,926,no,no,cellular,14,apr,216,1,yes
32088,29,unemployed,single,secondary,no,25,no,no,cellular,14,apr,207,2,yes
32089,78,unknown,married,unknown,no,2235,no,no,telephone,14,apr,300,3,yes
32099,65,management,married,secondary,no,587,no,no,cellular,15,apr,223,2,yes
32106,43,services,married,primary,no,2557,yes,no,telephone,15,apr,165,2,yes
32110,70,retired,divorced,primary,no,275,no,no,cellular,15,apr,82,1,yes
32111,32,services,married,secondary,no,1129,yes,no,cellular,15,apr,903,2,yes
32112,46,technician,married,secondary,no,2149,yes,no,cellular,15,apr,282,2,yes
32114,33,management,single,tertiary,no,1271,yes,no,cellular,15,apr,636,3,yes
32117,33,management,married,secondary,no,336,no,no,cellular,15,apr,179,3,yes
32141,33,admin,married,secondary,no,855,no,no,cellular,15,apr,110,1,yes
32144,57,services,married,primary,no,491,yes,no,cellular,15,apr,1217,3,yes
32146,62,blue-collar,married,secondary,no,180,no,no,cellular,15,apr,389,2,yes
32148,32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,yes
32152,39,blue-collar,single,secondary,no,649,yes,no,cellular,15,apr,668,1,yes
32155,41,blue-collar,married,secondary,no,2689,yes,no,cellular,15,apr,135,1,yes
32160,76,housemaid,divorced,primary,no,1411,no,no,telephone,15,apr,170,3,yes
32161,36,admin,single,secondary,no,11174,yes,no,cellular,15,apr,953,1,yes
32167,27,technician,single,secondary,no,439,yes,no,cellular,15,apr,1038,2,yes
32179,38,management,single,tertiary,no,6158,yes,no,cellular,15,apr,139,5,yes
32192,56,blue-collar,married,primary,no,3498,no,no,cellular,15,apr,264,2,yes
32194,51,unemployed,married,tertiary,no,1801,no,no,cellular,16,apr,838,3,yes
32195,39,management,married,tertiary,no,937,no,no,cellular,16,apr,144,4,yes
32196,35,management,divorced,tertiary,no,26,no,no,cellular,16,apr,78,2,yes
32199,32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,1,yes
32200,51,housemaid,married,unknown,no,2337,yes,no,cellular,16,apr,251,2,yes
32202,37,technician,married,secondary,no,1762,no,no,cellular,16,apr,334,2,yes
32246,52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,16,apr,583,1,yes
32265,20,blue-collar,single,secondary,no,423,yes,no,cellular,16,apr,498,1,yes
32273,35,technician,married,secondary,no,545,yes,no,cellular,16,apr,1579,1,yes
32276,47,admin,married,secondary,no,3480,no,no,cellular,16,apr,443,1,yes
32281,31,technician,married,secondary,no,183,no,no,cellular,16,apr,495,1,yes
32288,25,management,single,tertiary,no,3,yes,yes,cellular,16,apr,1034,1,yes
32296,49,services,married,secondary,no,2416,yes,no,cellular,16,apr,1366,1,yes
32305,30,management,single,tertiary,no,424,no,no,cellular,16,apr,298,4,yes
