,age,job,marital,education,default,balance,housing,loan,month,duration,campaign,cluster
2554,36,self-employed,divorced,tertiary,no,1354,yes,no,may,1723,1,0
2555,29,admin,divorced,secondary,no,-254,yes,no,may,406,2,1
2556,54,management,divorced,tertiary,no,-449,yes,no,may,691,1,0
2557,29,blue-collar,married,secondary,no,7863,yes,no,may,1129,1,1
2558,35,blue-collar,divorced,secondary,no,336,yes,no,may,191,1,1
2559,36,blue-collar,married,secondary,no,1049,yes,no,may,224,4,1
2560,37,services,married,secondary,no,6089,yes,no,may,616,2,1
2561,37,management,divorced,tertiary,no,-42,yes,no,may,668,2,0
2562,31,blue-collar,single,secondary,no,953,yes,no,may,479,1,1
2563,33,admin,single,secondary,no,315,yes,yes,may,888,3,1
2564,59,retired,divorced,secondary,no,5845,no,no,may,1060,2,1
2565,28,student,single,secondary,no,1377,yes,no,may,688,2,1
2566,30,blue-collar,married,secondary,no,378,yes,no,may,566,2,1
2567,53,services,divorced,secondary,no,765,yes,no,may,959,3,1
2568,26,blue-collar,married,secondary,no,5795,yes,no,may,1094,2,1
2569,30,admin,single,secondary,no,315,yes,no,may,884,3,1
2570,35,management,single,tertiary,no,916,yes,no,may,460,2,0
2571,34,admin,married,secondary,no,124,yes,no,may,604,4,1
2572,33,services,married,secondary,no,207,yes,no,may,629,4,1
2573,59,retired,married,tertiary,no,422,yes,no,may,647,4,0
2574,36,technician,single,secondary,no,125,yes,no,may,676,3,1
2575,34,services,single,secondary,no,2,yes,no,may,153,2,1
2576,39,services,single,secondary,no,7066,yes,no,may,667,3,1
2577,42,services,married,secondary,no,146,yes,yes,may,670,4,1
2578,60,retired,divorced,secondary,no,496,yes,no,may,655,2,1
2579,44,blue-collar,single,primary,no,36,yes,no,may,551,1,1
2580,21,blue-collar,married,primary,no,-172,yes,yes,may,409,1,1
2581,29,blue-collar,married,secondary,no,940,yes,yes,may,382,1,1
2582,56,services,single,secondary,no,-40,yes,no,may,311,1,1
2583,30,services,single,secondary,no,140,yes,no,may,760,1,1
2584,26,services,married,secondary,no,77,yes,no,may,619,1,1
2585,35,blue-collar,married,primary,no,22,yes,no,may,1190,2,1
2586,22,blue-collar,single,secondary,no,-51,yes,no,may,859,1,1
2587,26,blue-collar,single,secondary,no,26,yes,yes,may,899,1,1
2588,28,admin,single,secondary,no,154,yes,no,may,536,1,1
2589,35,admin,divorced,secondary,no,534,no,no,may,669,1,1
2590,35,housemaid,married,tertiary,no,1265,yes,no,may,326,5,0
2591,55,technician,married,tertiary,no,-466,yes,no,may,901,1,0
2592,32,services,married,secondary,no,38,yes,no,may,744,1,1
2593,28,management,single,secondary,no,703,yes,no,may,485,1,1
2594,31,admin,married,secondary,no,685,yes,no,may,552,1,1
2595,23,blue-collar,single,secondary,no,780,yes,no,may,416,1,1
2596,26,technician,single,tertiary,no,-67,yes,no,may,637,1,0
2597,46,blue-collar,married,primary,no,1085,yes,yes,may,523,2,1
2598,34,blue-collar,married,secondary,no,29,yes,no,may,285,5,1
2599,60,management,single,tertiary,no,560,no,no,may,730,5,0
2600,28,student,single,tertiary,no,22,yes,no,may,536,2,0
2601,29,services,married,secondary,no,6567,yes,no,may,792,2,1
2602,39,entrepreneur,married,secondary,no,2139,yes,no,may,576,4,1
2603,53,management,divorced,tertiary,no,50,yes,no,may,669,1,0
2604,54,unemployed,married,secondary,no,582,yes,no,may,693,5,1
2605,34,technician,single,secondary,no,194,yes,yes,may,1015,1,1
2606,27,services,single,secondary,no,353,yes,no,may,663,1,1
2607,28,services,single,secondary,no,341,yes,no,may,437,3,1
2608,39,entrepreneur,married,tertiary,yes,-172,yes,no,may,562,2,0
2609,60,retired,divorced,secondary,no,-639,yes,no,may,585,1,1
2610,26,student,single,secondary,no,864,yes,no,may,659,1,1
2611,32,management,married,secondary,no,134,yes,yes,may,532,3,1
2612,40,admin,single,secondary,no,50,no,no,may,837,1,1
2613,25,admin,single,secondary,no,507,yes,no,may,832,1,1
2614,44,blue-collar,married,primary,no,-101,yes,no,may,679,1,1
2615,48,blue-collar,married,secondary,no,480,yes,no,may,830,1,1
2616,37,entrepreneur,single,secondary,no,-22,yes,no,may,317,1,1
2617,39,admin,divorced,secondary,no,878,yes,no,may,611,5,1
2618,40,admin,married,secondary,no,2574,yes,no,may,432,1,1
2619,24,blue-collar,single,secondary,no,833,yes,no,may,956,1,1
2620,31,management,single,tertiary,no,2734,yes,no,may,858,3,0
2621,42,admin,divorced,secondary,no,241,yes,no,may,1012,3,1
2622,51,blue-collar,married,primary,no,129,yes,no,may,611,2,1
2623,28,management,single,tertiary,no,41,yes,no,may,885,3,0
2624,32,management,married,tertiary,no,3387,yes,no,may,1111,5,0
2625,36,admin,single,secondary,no,148,yes,no,may,1357,4,1
2626,36,blue-collar,married,secondary,no,249,yes,no,may,709,5,1
2627,38,self-employed,single,tertiary,no,5774,yes,no,may,406,4,0
2628,36,services,single,secondary,no,0,yes,no,may,1002,4,1
2629,40,blue-collar,married,primary,no,1841,yes,no,may,880,4,1
2630,33,admin,single,secondary,no,5,yes,no,may,934,2,1
2631,37,blue-collar,married,primary,no,2120,yes,no,may,655,3,1
2632,51,management,single,tertiary,no,297,yes,no,may,415,4,0
2633,34,services,divorced,secondary,no,89,yes,no,may,1871,4,1
2634,35,technician,single,tertiary,no,13460,yes,no,may,1068,3,0
2635,56,blue-collar,married,primary,no,827,yes,no,may,462,4,1
2636,35,blue-collar,married,secondary,no,205,yes,yes,may,1313,7,1
2637,32,management,single,tertiary,no,6542,yes,no,may,1598,4,0
2638,32,blue-collar,single,secondary,no,217,yes,no,may,692,3,1
2639,34,technician,married,tertiary,no,3743,yes,no,may,722,4,0
2640,39,services,married,secondary,no,117,yes,no,may,1032,2,1
2641,29,blue-collar,married,secondary,no,-493,yes,no,may,536,2,1
2642,37,housemaid,single,secondary,no,465,yes,no,may,899,3,1
2643,33,management,single,tertiary,no,62,yes,no,may,473,3,0
2644,40,admin,single,secondary,no,2040,yes,no,may,906,2,1
2645,22,services,single,secondary,no,344,yes,no,may,347,1,1
2646,32,technician,single,secondary,no,230,yes,no,may,442,1,1
2647,33,admin,single,secondary,no,1277,yes,no,may,827,1,1
2648,29,blue-collar,married,secondary,no,104,yes,no,may,903,4,1
2649,29,technician,single,secondary,no,706,yes,no,may,1340,1,1
2650,24,blue-collar,single,secondary,no,174,yes,yes,may,487,1,1
2651,31,management,single,secondary,no,360,yes,no,may,309,1,1
2652,31,blue-collar,single,secondary,no,239,yes,no,may,666,1,1
2653,28,admin,single,secondary,no,2290,yes,no,may,2301,1,1
2654,32,technician,single,tertiary,no,-770,yes,no,may,618,1,0
2655,24,services,single,secondary,no,414,yes,no,may,493,1,1
2656,57,admin,married,secondary,no,403,yes,no,may,603,1,1
2657,27,blue-collar,single,secondary,no,513,yes,yes,may,351,1,1
2658,32,management,single,tertiary,no,7290,yes,no,may,357,1,0
2659,23,services,single,secondary,no,279,yes,no,may,843,1,1
2660,30,blue-collar,single,secondary,no,5909,yes,no,may,420,2,1
2661,27,services,single,secondary,no,-195,yes,no,may,391,1,1
2662,55,blue-collar,married,secondary,no,3917,yes,no,may,565,1,1
2663,34,blue-collar,married,secondary,no,243,yes,no,may,507,1,1
2664,28,admin,single,secondary,no,352,yes,yes,may,431,1,1
2665,25,management,married,tertiary,no,-242,yes,yes,may,600,4,0
2666,29,technician,single,tertiary,no,615,yes,no,may,373,1,0
2667,55,retired,divorced,tertiary,no,0,no,no,may,616,1,0
2668,25,blue-collar,single,secondary,no,217,yes,no,may,504,1,1
2669,25,technician,married,tertiary,no,839,yes,no,may,700,3,0
2670,36,housemaid,single,secondary,no,1015,yes,no,may,1008,1,1
2671,27,blue-collar,married,unknown,no,409,yes,no,may,525,1,1
2672,25,services,single,secondary,no,1119,yes,no,may,1063,1,1
2673,32,blue-collar,single,primary,no,12198,yes,no,may,178,1,1
2674,34,management,single,unknown,no,6013,yes,no,may,612,1,0
2675,29,self-employed,single,tertiary,no,476,yes,no,may,427,1,0
2676,33,admin,single,tertiary,no,235,yes,no,may,525,1,0
2677,38,entrepreneur,married,tertiary,no,170,yes,no,may,442,1,0
2678,45,technician,divorced,secondary,no,-357,yes,yes,may,618,1,1
2679,30,blue-collar,single,secondary,no,2145,yes,no,may,727,2,1
2680,32,blue-collar,married,primary,no,-454,yes,yes,may,801,5,1
2681,26,blue-collar,single,primary,no,-887,yes,no,may,827,2,1
2682,29,admin,single,secondary,no,306,yes,no,may,774,4,1
2683,25,blue-collar,single,primary,no,292,yes,yes,may,1027,2,1
2684,34,management,single,tertiary,no,-578,yes,no,may,767,2,0
2685,33,blue-collar,married,secondary,no,139,yes,yes,may,732,2,1
2686,32,technician,single,tertiary,no,2684,yes,no,may,542,2,0
2687,33,management,single,tertiary,no,1304,yes,no,may,536,2,0
2688,34,blue-collar,married,primary,no,-1,yes,no,may,1057,6,1
2689,29,management,married,tertiary,no,1387,yes,no,may,256,2,0
2690,28,self-employed,married,secondary,no,-522,yes,yes,may,638,2,1
2691,38,technician,single,secondary,no,-242,yes,no,may,1173,3,1
2692,35,services,single,secondary,no,719,yes,no,may,1359,3,1
2693,28,admin,single,secondary,no,0,yes,yes,may,390,5,1
2694,29,unemployed,single,tertiary,no,497,yes,no,may,642,3,0
2695,20,blue-collar,single,secondary,no,76,yes,no,may,639,2,1
2696,42,blue-collar,married,secondary,no,366,yes,no,may,324,1,1
2697,45,admin,divorced,secondary,no,397,yes,yes,may,582,1,1
2698,37,management,married,tertiary,no,3723,no,no,may,354,1,0
2699,32,technician,single,tertiary,no,1625,no,no,may,796,1,0
2700,59,admin,married,secondary,no,106,no,no,may,186,1,1
2701,55,management,married,unknown,no,1504,yes,no,may,338,2,1
2702,29,management,single,tertiary,no,265,no,no,may,491,1,0
2703,37,services,married,secondary,no,1543,yes,no,may,298,1,1
2704,59,management,married,tertiary,no,2239,no,no,may,431,1,0
2705,27,technician,divorced,secondary,no,1977,yes,no,may,449,1,1
2706,39,management,single,tertiary,no,0,yes,no,may,271,1,0
2707,43,services,married,secondary,no,2145,no,no,may,271,1,1
2708,39,technician,married,secondary,no,116,no,no,may,554,2,1
2709,26,student,single,secondary,no,620,no,no,may,223,1,1
2710,39,management,single,tertiary,no,307,no,no,may,182,2,0
2711,43,management,divorced,unknown,no,7702,no,no,may,460,1,0
2712,27,student,single,tertiary,no,3733,yes,no,may,198,1,0
2713,32,services,single,secondary,no,3993,no,no,may,148,2,1
2714,29,management,single,tertiary,no,428,no,no,may,293,2,0
2715,42,management,married,primary,no,5310,yes,no,may,545,2,1
2716,53,blue-collar,married,unknown,no,2509,no,no,may,231,2,1
2717,36,management,married,tertiary,no,255,no,no,may,970,2,0
2718,27,management,single,tertiary,no,616,yes,no,may,685,1,0
2719,43,admin,single,secondary,no,733,yes,no,may,282,1,1
2720,28,self-employed,single,tertiary,no,2503,no,no,may,426,1,0
2721,60,retired,divorced,tertiary,no,439,no,yes,may,464,1,0
2722,29,technician,single,secondary,no,590,no,no,may,124,1,1
2723,35,technician,single,secondary,no,204,yes,no,may,236,1,1
2724,26,blue-collar,single,tertiary,no,567,no,no,may,421,1,0
2725,26,student,single,unknown,no,689,no,no,may,678,2,1
2726,28,unemployed,married,tertiary,no,482,no,no,may,119,1,0
2727,26,student,single,tertiary,no,5169,yes,no,may,397,1,0
2728,36,management,single,tertiary,no,1379,no,no,may,189,1,0
2729,28,technician,single,tertiary,no,386,no,no,may,867,1,0
2730,28,technician,single,tertiary,no,0,yes,no,may,269,1,0
2731,28,management,single,tertiary,no,957,no,no,may,915,2,0
2732,40,technician,married,secondary,no,312,no,no,may,612,7,1
2733,24,blue-collar,single,secondary,no,167,no,yes,may,288,1,1
2734,56,retired,divorced,tertiary,no,13094,no,no,may,1064,1,0
2735,34,management,single,tertiary,no,5086,no,no,may,213,4,0
2736,28,admin,single,secondary,no,707,yes,no,may,226,1,1
2737,37,services,married,secondary,no,466,yes,yes,may,377,1,1
2738,32,services,single,secondary,no,152,yes,no,may,158,2,1
2739,43,technician,divorced,secondary,no,1612,no,no,may,262,2,1
2740,36,technician,married,tertiary,no,911,yes,yes,may,117,2,0
2741,29,admin,married,tertiary,no,238,no,no,may,344,2,0
2742,54,unemployed,married,secondary,no,1561,no,no,may,352,3,1
2743,39,services,married,secondary,no,1179,no,no,may,284,1,1
2744,35,technician,single,secondary,no,27,yes,no,may,214,1,1
2745,29,technician,single,secondary,no,6,no,no,may,315,1,1
2746,32,technician,single,tertiary,no,654,yes,no,may,615,4,0
2747,27,student,single,secondary,no,253,no,no,may,242,2,1
2748,32,technician,single,tertiary,no,705,yes,no,may,414,2,0
2749,33,technician,single,tertiary,no,109,yes,yes,may,601,2,0
2750,24,student,single,secondary,no,23878,no,no,may,133,1,1
2751,58,technician,married,secondary,no,3399,no,no,may,1078,1,1
2752,43,management,married,tertiary,no,79,no,no,may,640,1,0
2753,26,management,married,tertiary,no,243,no,no,may,482,1,0
2754,31,technician,single,secondary,no,138,no,no,may,91,1,1
2755,25,management,single,tertiary,no,1317,no,no,may,176,1,0
2756,58,retired,married,secondary,no,2714,no,no,may,165,1,1
2757,34,technician,married,tertiary,no,23076,no,no,may,243,2,0
2758,48,management,divorced,tertiary,no,17964,yes,no,may,208,2,0
2759,60,retired,married,tertiary,no,846,no,no,may,1346,1,0
2760,21,technician,single,unknown,no,360,no,no,may,131,2,1
2761,25,student,single,tertiary,no,326,no,no,may,390,1,0
2762,26,student,single,secondary,no,100,no,no,may,445,1,1
2763,38,management,married,unknown,no,3576,no,no,may,579,1,0
2764,25,student,single,secondary,no,304,no,no,may,226,2,1
2765,26,student,single,tertiary,no,39,no,no,may,396,3,0
2766,25,student,single,unknown,no,3,no,no,may,170,1,1
2767,32,management,single,tertiary,no,312,no,no,may,208,2,0
2768,25,admin,married,tertiary,no,906,no,no,may,253,1,0
2769,21,admin,single,secondary,no,524,no,no,may,185,1,1
2770,41,self-employed,single,tertiary,no,1081,no,no,may,229,3,0
2771,30,admin,single,secondary,no,983,yes,no,may,189,2,1
2772,47,admin,divorced,secondary,no,2232,no,no,may,439,1,1
2773,37,admin,married,secondary,no,1967,no,no,may,242,1,1
2774,34,admin,married,secondary,no,1406,yes,no,may,145,1,1
2775,28,admin,single,secondary,no,157,no,no,may,155,3,1
2776,24,admin,single,tertiary,no,0,yes,no,may,122,2,0
2777,26,admin,single,secondary,no,2509,no,no,may,776,3,1
2778,32,blue-collar,married,secondary,no,10287,yes,no,may,281,4,1
2779,30,management,single,tertiary,no,5359,no,no,may,119,1,0
2780,54,self-employed,single,tertiary,no,384,no,yes,may,200,1,0
2781,35,technician,married,secondary,no,1368,no,no,may,329,1,1
2782,54,retired,divorced,tertiary,no,3076,no,no,may,367,2,0
2783,44,management,married,tertiary,no,7818,no,no,may,412,1,0
2784,56,admin,single,secondary,no,4118,no,no,may,165,1,1
2785,25,admin,single,tertiary,no,760,yes,no,may,223,3,0
2786,25,student,single,unknown,no,277,no,no,may,311,2,1
2787,43,admin,married,secondary,no,132,no,no,may,187,2,1
2788,50,management,married,tertiary,no,253,no,no,may,513,9,0
2789,25,technician,single,secondary,no,7103,yes,no,may,188,3,1
2790,55,admin,married,secondary,no,602,no,no,jun,324,3,1
2791,57,management,married,tertiary,no,473,no,no,jun,295,1,0
2792,48,management,married,tertiary,no,1167,yes,yes,jun,264,1,0
2793,25,unemployed,single,tertiary,no,343,no,no,jun,377,1,0
2794,49,management,married,tertiary,no,1808,yes,no,jun,205,1,0
2795,25,technician,single,secondary,no,1199,no,no,jun,287,1,1
2796,38,housemaid,divorced,secondary,no,70,no,no,jun,263,1,1
2797,45,blue-collar,married,secondary,no,1723,no,no,jun,166,2,1
2798,33,management,married,tertiary,no,1323,no,no,jun,327,1,0
2799,45,admin,married,tertiary,no,2552,no,no,jun,69,1,0
2800,46,technician,single,secondary,no,5862,no,no,jun,84,1,1
2801,26,management,single,secondary,no,2613,no,no,jun,326,1,0
2802,49,admin,married,secondary,no,0,no,no,jun,1460,1,1
2803,25,technician,single,secondary,no,938,no,no,jun,1048,1,1
2804,53,technician,married,secondary,no,284,no,no,jun,781,1,1
2805,43,management,married,tertiary,no,1059,no,yes,jun,335,2,0
2806,49,technician,married,secondary,no,1684,no,yes,jun,412,2,1
2807,54,management,married,tertiary,no,534,no,no,jun,177,2,0
2808,47,technician,married,secondary,no,293,no,no,jun,251,1,1
2809,34,blue-collar,married,secondary,no,262,no,no,jun,339,1,1
2810,54,services,divorced,secondary,no,0,no,no,jun,174,1,1
2811,43,management,divorced,tertiary,no,2367,no,no,jun,114,1,0
2812,23,services,single,secondary,no,31,no,no,jun,192,1,1
2813,48,management,married,tertiary,no,3842,no,no,jun,215,2,0
2814,30,self-employed,single,tertiary,no,3343,no,no,jun,235,1,0
2815,38,technician,single,tertiary,no,25,yes,no,jun,232,2,0
2816,38,unemployed,single,secondary,no,804,no,no,jun,1087,1,1
2817,34,student,single,unknown,no,1011,no,no,jun,253,1,1
2818,52,admin,single,secondary,no,-528,yes,yes,jun,1144,2,1
2819,27,management,single,tertiary,no,1840,no,no,jun,220,1,0
2820,40,blue-collar,married,secondary,no,1451,no,no,jun,314,1,1
2821,47,management,married,tertiary,no,2351,no,no,jun,163,2,0
2822,54,unemployed,divorced,secondary,no,1664,no,no,jun,257,3,1
2823,26,management,single,tertiary,no,1623,no,no,jun,479,1,0
2824,37,admin,married,secondary,no,597,no,no,jun,395,1,1
2825,37,admin,married,secondary,no,0,yes,no,jun,107,1,1
2826,34,management,married,tertiary,no,611,no,no,jun,350,1,0
2827,53,management,married,unknown,no,2240,yes,no,jun,282,2,0
2828,26,admin,single,tertiary,no,313,no,yes,jun,199,1,0
2829,44,management,married,tertiary,no,1954,no,no,jun,294,1,0
2830,29,management,single,tertiary,no,307,yes,no,jun,690,1,0
2831,26,technician,married,secondary,no,915,no,no,jun,384,1,1
2832,40,unemployed,single,tertiary,no,7968,no,no,jun,596,1,0
2833,47,management,married,tertiary,no,1147,no,no,jun,654,1,0
2834,43,blue-collar,married,secondary,no,2160,no,no,jun,169,1,1
2835,52,technician,divorced,secondary,no,1005,yes,no,jun,195,1,1
2836,38,admin,married,tertiary,no,1988,no,no,jun,103,1,0
2837,33,services,divorced,secondary,no,1117,no,no,jun,417,1,1
2838,50,technician,married,secondary,no,3370,no,no,jun,160,2,1
2839,53,admin,married,secondary,no,109,no,no,jun,270,1,1
2840,57,technician,married,primary,no,3376,yes,no,jun,421,2,1
2841,39,technician,married,secondary,no,1587,yes,no,jun,171,3,1
2842,42,services,married,secondary,no,1376,yes,no,jun,271,2,1
2843,49,technician,married,tertiary,no,523,yes,no,jun,712,1,0
2844,27,technician,single,tertiary,no,15161,no,no,jun,74,1,0
2845,32,admin,married,tertiary,no,653,no,no,jun,84,1,0
2846,38,technician,married,secondary,no,5115,yes,no,jun,318,1,1
2847,31,student,single,tertiary,no,64,no,no,jun,261,2,0
2848,29,technician,single,secondary,no,1165,no,no,jun,245,1,1
2849,49,services,married,secondary,no,7019,yes,no,jun,263,1,1
2850,46,blue-collar,married,secondary,no,1568,yes,no,jun,310,1,1
2851,57,blue-collar,married,primary,no,3109,no,no,jun,482,2,1
2852,28,technician,single,tertiary,no,4987,no,no,jun,924,2,0
2853,37,entrepreneur,married,tertiary,no,189,no,no,jun,253,2,0
2854,38,blue-collar,married,secondary,no,2467,no,no,jun,192,1,1
2855,49,management,married,tertiary,no,5887,no,no,jun,181,3,0
2856,35,technician,married,tertiary,no,1354,no,no,jun,250,2,0
2857,54,management,married,primary,no,2587,no,no,jun,236,2,0
2858,29,technician,married,secondary,no,23,yes,no,jun,163,1,1
2859,52,technician,married,secondary,no,0,no,no,jun,541,3,1
2860,34,unemployed,married,secondary,no,978,no,no,jun,262,2,1
2861,60,technician,married,secondary,no,294,no,no,jun,206,4,1
2862,32,self-employed,married,secondary,no,409,no,no,jun,115,2,1
2863,40,student,single,secondary,no,595,yes,no,jun,406,2,1
2864,54,self-employed,married,tertiary,no,990,no,no,jun,244,2,0
2865,27,admin,single,secondary,no,261,yes,yes,jun,592,4,1
2866,55,entrepreneur,married,secondary,no,27624,no,no,jun,437,1,1
2867,29,management,single,tertiary,no,3846,no,no,jun,313,2,0
2868,42,blue-collar,married,secondary,no,2913,no,no,jun,705,1,1
2869,33,management,divorced,tertiary,no,2240,no,no,jun,198,1,0
2870,34,technician,married,tertiary,no,127,no,no,jun,117,1,0
2871,52,management,divorced,tertiary,no,2104,no,no,jun,210,2,0
2872,29,blue-collar,married,primary,no,5,no,no,jun,321,1,1
2873,39,admin,married,secondary,no,150,no,no,jun,296,4,1
2874,31,technician,single,tertiary,no,882,no,no,jun,411,1,0
2875,60,management,divorced,tertiary,no,366,no,no,jun,593,1,0
2876,25,student,single,tertiary,no,1189,no,no,jun,165,1,0
2877,45,admin,married,secondary,no,204,yes,no,jun,224,2,1
2878,29,management,single,tertiary,no,637,yes,no,jun,340,1,0
2879,55,management,divorced,tertiary,no,2383,no,no,jun,591,2,0
2880,26,technician,single,secondary,no,1231,yes,no,jun,385,2,1
2881,30,management,single,tertiary,no,3340,no,no,jun,238,3,0
2882,54,admin,divorced,secondary,no,200,no,no,jun,170,1,1
